FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2),EMPLOYMENT_STATUS,Employment status,ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_EMPLOYMENT_STATUS,Employment status (NOTE_EMPLOYMENT_STATUS),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,ITC4,Lombardia,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,354.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITC4,Lombardia,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,128.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,297.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2021,0,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2021,0.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2021,37.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2021,2.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2021,23.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2021,214.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2021,10.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,36.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2021,5.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,5.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,9.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2021,21.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,24,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,7.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,262.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2021,0.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2021,0.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2021,34.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2021,1.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2021,18.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2021,193.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2021,10.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,22.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2021,6.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,6.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,1.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,13.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2021,22.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITD2,Provincia Autonoma Trento,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,27.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
